section,entry_type,jp,kana,meaning,example_jp,example_ko,extra_json,raw_ocr,level
부사,adverb,かねて,かねて,"진작부터, 미리, 전부터",かねてより予期していたことだ。,진작부터 예측하고 있던 일이다.,,"かねて かねて 진작부터, 미리, 전부터 かねてより予期していたことだ。 진작부터 예측하고 있던 일이다.",N1
부사,adverb,仮に,かりに,"가령, 만약",仮に招待されても出席する気はない。,만약 초대를 받더라도 출석할 생각은 없다.,,"仮に かりに 가령, 만약 仮に招待されても出席する気はない。 만약 초대를 받더라도 출석할 생각은 없다.",N1
부사,adverb,かろうじて,かろうじて,"가까스로, 간신히",かろうじて最終電車に間に合った。,간신히 마지막 열차 시간에 도착했다.,"{""year"": ""2015""}","かろうじて 2015 かろうじて 가까스로, 간신히 かろうじて最終電車に間に合った。 간신히 마지막 열차 시간에 도착했다.",N1
부사,adverb,代わる代わる,かわるがわる,"번갈아, 교대로",出席者が代わる代わる意見を述べた。,출석자가 번갈아가며 의견을 말했다.,,"代わる代わる かわるがわる 번갈아, 교대로 出席者が代わる代わる意見を述べた。 출석자가 번갈아가며 의견을 말했다.",N1
부사,adverb,元来,がんらい,원래,この時計は元来父の物だ。,이 시계는 원래 아버지의 물건이다.,,元来 がんらい 원래 この時計は元来父の物だ。 이 시계는 원래 아버지의 물건이다.,N1
부사,adverb,きっかり,きっかり,"딱, 정확하게",きっかり約束の時間に来る。,정확하게 약속 시간에 오다.,,"きっかり きっかり 딱, 정확하게 きっかり約束の時間に来る。 정확하게 약속 시간에 오다.",N1
부사,adverb,きっちり,きっちり,"① 빈틈없이, 꽉 ② 딱, 정확하게",蓋をきっちりと閉める。きっちりと2時に開会する。,뚜껑을 꽉 닫다. 정확하게 2시에 개회하다.,,"きっちり きっちり ① 빈틈없이, 꽉 ② 딱, 정확하게 蓋をきっちりと閉める。きっちりと2時に開会する。 뚜껑을 꽉 닫다. 정확하게 2시에 개회하다.",N1
부사,adverb,急遽,きゅうきょ,"급거, 갑작스럽게",急遽出張に行くことになった。,갑작스럽게 출장을 가게 되었다.,"{""year"": ""2012""}","急遽 2012 きゅうきょ 급거, 갑작스럽게 急遽出張に行くことになった。 갑작스럽게 출장을 가게 되었다.",N1
부사,adverb,極力,きょくりょく,"힘껏, 가능하면",争いは極力避けたい。,분쟁은 가능하면 피하고 싶다.,"{""year"": ""2019""}","極力 2019 きょくりょく 힘껏, 가능하면 争いは極力避けたい。 분쟁은 가능하면 피하고 싶다.",N1
부사,adverb,極めて,きわめて,"지극히, 매우",解決は極めて難しい。,해결은 극히 어렵다.,,"極めて きわめて 지극히, 매우 解決は極めて難しい。 해결은 극히 어렵다.",N1
부사,adverb,くっきり,くっきり,"선명하게, 뚜렷하게",遠くの山がくっきり見える。,먼 산이 선명하게 보인다.,,"くっきり くっきり 선명하게, 뚜렷하게 遠くの山がくっきり見える。 먼 산이 선명하게 보인다.",N1
부사,adverb,ぐっと,ぐっと,"① 힘차게, 꿀꺽 ② 울컥, 뭉클",ビールをぐっと飲む。胸にぐっと来た。,맥주를 꿀꺽 마시다. 가슴이 뭉클해졌다.,,"ぐっと ぐっと ① 힘차게, 꿀꺽 ② 울컥, 뭉클 ビールをぐっと飲む。胸にぐっと来た。 맥주를 꿀꺽 마시다. 가슴이 뭉클해졌다.",N1
부사,adverb,くまなく,くまなく,"빠짐없이, 샅샅이, 구석구석까지",家中をくまなく捜す。,집 전체를 샅샅이 찾았다.,"{""year"": ""2015""}","くまなく 2015 くまなく 빠짐없이, 샅샅이, 구석구석까지 家中をくまなく捜す。 집 전체를 샅샅이 찾았다.",N1
부사,adverb,くよくよ,くよくよ,끙끙,あまりくよくよするな。,너무 고민하지마.,"{""year"": ""2015""}",くよくよ 2015 くよくよ 끙끙 あまりくよくよするな。 너무 고민하지마.,N1
부사,adverb,げっそりと,げっそりと,홀쭉,病気をしてげっそりとやせる。,병을 앓아 홀쭉 여위었다.,,げっそりと げっそりと 홀쭉 病気をしてげっそりとやせる。 병을 앓아 홀쭉 여위었다.,N1
부사,adverb,こうこうと,こうこうと,"휘황찬란하게, 반짝반짝하게",電灯がこうこうと輝く。,전등이 휘황찬란하게 빛나다.,,"こうこうと こうこうと 휘황찬란하게, 반짝반짝하게 電灯がこうこうと輝く。 전등이 휘황찬란하게 빛나다.",N1
부사,adverb,交互に,こうごに,번갈아,交互に意見を述べる。,교대로 의견을 말하다.,,交互に こうごに 번갈아 交互に意見を述べる。 교대로 의견을 말하다.,N1
부사,adverb,ことごとく,ことごとく,"모두, 전부",意見がことごとく対立する。,의견이 모두 대립하다.,"{""year"": ""2013""}","ことごとく 2013 ことごとく 모두, 전부 意見がことごとく対立する。 의견이 모두 대립하다.",N1
부사,adverb,殊に,ことに,특히,今年の夏は殊に暑い。,올 여름은 특히 덥다.,,殊に ことに 특히 今年の夏は殊に暑い。 올 여름은 특히 덥다.,N1
부사,adverb,こりごり,こりごり,"지긋지긋함, 넌더리가 남",こんな仕事はもうこりごりだ。,이런 일은 이제 지긋지긋하다.,,"こりごり こりごり 지긋지긋함, 넌더리가 남 こんな仕事はもうこりごりだ。 이런 일은 이제 지긋지긋하다.",N1
부사,adverb,さぞ,さぞ,"틀림없이, 필시",さぞびっくりしたことだろう。,필시 놀랐을 것이다.,,"さぞ さぞ 틀림없이, 필시 さぞびっくりしたことだろう。 필시 놀랐을 것이다.",N1
부사,adverb,さっと,さっと,"휙, 재빨리",さっと身を隠す。,재빨리 몸을 숨기다.,,"さっと さっと 휙, 재빨리 さっと身を隠す。 재빨리 몸을 숨기다.",N1
부사,adverb,さっぱり,さっぱり,"① 산뜻이, 말끔히, 상쾌하게 ② 전혀, 조금도",試験が終わってさっぱりした。さっぱり分からない。,시험이 끝나 홀가분했다. 전혀 모르겠다.,,"さっぱり さっぱり ① 산뜻이, 말끔히, 상쾌하게 ② 전혀, 조금도 試験が終わってさっぱりした。さっぱり分からない。 시험이 끝나 홀가분했다. 전혀 모르겠다.",N1
부사,adverb,さほど,さほど,그다지,さほどひどい病気ではない。,그다지 심각한 병은 아니다.,,さほど さほど 그다지 さほどひどい病気ではない。 그다지 심각한 병은 아니다.,N1
부사,adverb,さも,さも,"정말로, 아주",さも嬉しそうに笑う。,아주 기쁜 듯이 웃다.,,"さも さも 정말로, 아주 さも嬉しそうに笑う。 아주 기쁜 듯이 웃다.",N1
부사,adverb,強いて,しいて,"굳이, 억지로",いやなら、強いてすることはない。,싫다면 굳이 할 필요 없다.,"{""year"": ""2015""}","強いて 2015 しいて 굳이, 억지로 いやなら、強いてすることはない。 싫다면 굳이 할 필요 없다.",N1
부사,adverb,じっくり,じっくり,"차분히, 곰곰이",じっくりと考える。,차분히 생각하다.,"{""year"": ""2010""}","じっくり 2010 じっくり 차분히, 곰곰이 じっくりと考える。 차분히 생각하다.",N1
부사,adverb,若干,じゃっかん,약간,若干不安が残る。,약간 불안이 남다.,"{""year"": ""2017""}",若干 2017 じゃっかん 약간 若干不安が残る。 약간 불안이 남다.,N1
부사,adverb,終始,しゅうし,"시종, 계속",終始沈黙を守る。,시종 침묵을 지키다.,,"終始 しゅうし 시종, 계속 終始沈黙を守る。 시종 침묵을 지키다.",N1
부사,adverb,順繰りに,じゅんぐりに,"순서대로, 차례대로",順繰りに発言する。,순서대로 발언하다.,,"順繰りに じゅんぐりに 순서대로, 차례대로 順繰りに発言する。 순서대로 발언하다.",N1
부사,adverb,しょっちゅう,しょっちゅう,"노상, 언제나",しょっちゅう遅刻をする。,언제나 지각을 한다.,,"しょっちゅう しょっちゅう 노상, 언제나 しょっちゅう遅刻をする。 언제나 지각을 한다.",N1
부사,adverb,しんなり,しんなり,부드럽게,野菜をゆでてしんなりさせる。,채소를 삶아 부드럽게 만들다.,,しんなり しんなり 부드럽게 野菜をゆでてしんなりさせる。 채소를 삶아 부드럽게 만들다.,N1
부사,adverb,随時,ずいじ,"수시로, 때때로",随時アルバイトを募集する。,수시로 아르바이트를 모집하다.,"{""year"": ""2015""}","随時 2015 ずいじ 수시로, 때때로 随時アルバイトを募集する。 수시로 아르바이트를 모집하다.",N1
부사,adverb,ずばり,ずばり,정확히,予想がずばり的中する。,예상이 정확히 적중하다.,,ずばり ずばり 정확히 予想がずばり的中する。 예상이 정확히 적중하다.,N1
부사,adverb,ずらっと,ずらっと,"죽, 줄줄이",ずらっと並ぶ。,죽 늘어서다.,,"ずらっと ずらっと 죽, 줄줄이 ずらっと並ぶ。 죽 늘어서다.",N1
부사,adverb,ずるずる,ずるずる,질질,返事をずるずると延ばす。,답장을 질질 끌다.,,ずるずる ずるずる 질질 返事をずるずると延ばす。 답장을 질질 끌다.,N1
부사,adverb,すんなり,すんなり,"순조롭게, 술술, 수월히",すんなりと決まる。,순조롭게 결정되다.,"{""year"": ""2016""}","すんなり 2016 すんなり 순조롭게, 술술, 수월히 すんなりと決まる。 순조롭게 결정되다.",N1
부사,adverb,整然と,せいぜんと,"정연하게, 질서있게",整然と並ぶ。,정연하게 늘어서다.,,"整然と せいぜんと 정연하게, 질서있게 整然と並ぶ。 정연하게 늘어서다.",N1
부사,adverb,総じて,そうじて,"대체로, 일반적으로",今年の夏は総じて雨が多かった。,올 여름은 대체로 비가 많았다.,"{""year"": ""2012""}","総じて 2012 そうじて 대체로, 일반적으로 今年の夏は総じて雨が多かった。 올 여름은 대체로 비가 많았다.",N1
부사,adverb,即刻,そっこく,"즉각, 즉시",会長の即刻辞任を強く求める。,회장의 즉각 사퇴를 강력히 요구하다.,,"即刻 そっこく 즉각, 즉시 会長の即刻辞任を強く求める。 회장의 즉각 사퇴를 강력히 요구하다.",N1
부사,adverb,そわそわ,そわそわ,"안절부절 못함, 초조해 함",そわそわしながら発表時間を待つ。,초조해 하며 발표시간을 기다리다.,"{""year"": ""2013""}","そわそわ 2013 そわそわ 안절부절 못함, 초조해 함 そわそわしながら発表時間を待つ。 초조해 하며 발표시간을 기다리다.",N1
부사,adverb,大概,たいがい,"대개, 대체로",休みの日は大概家にいます。,휴일은 대개 집에 있습니다.,,"大概 たいがい 대개, 대체로 休みの日は大概家にいます。 휴일은 대개 집에 있습니다.",N1
부사,adverb,大層,たいそう,"매우, 굉장히",今朝は大層寒い。,오늘 아침은 매우 춥다.,,"大層 たいそう 매우, 굉장히 今朝は大層寒い。 오늘 아침은 매우 춥다.",N1
부사,adverb,断然,だんぜん,"① 단호하게 ② 월등히, 단연",私は断然反対だ。こちらの方が断然得だ。,나는 단호하게 반대한다. 이쪽이 단연 이득이다.,,"断然 だんぜん ① 단호하게 ② 월등히, 단연 私は断然反対だ。こちらの方が断然得だ。 나는 단호하게 반대한다. 이쪽이 단연 이득이다.",N1
부사,adverb,ちやほや,ちやほや,"오냐오냐함, 비위를 맞춤",子供をちやほやする。,아이를 오냐오냐하다.,,"ちやほや ちやほや 오냐오냐함, 비위를 맞춤 子供をちやほやする。 아이를 오냐오냐하다.",N1
부사,adverb,ちょくちょく,ちょくちょく,"이따금, 가끔",友達がちょくちょく遊びに来る。,친구가 가끔 놀러 온다.,,"ちょくちょく ちょくちょく 이따금, 가끔 友達がちょくちょく遊びに来る。 친구가 가끔 놀러 온다.",N1
부사,adverb,ちらっと,ちらっと,"언뜻, 흘끗, 슬쩍",ちらっと顔を見る。,힐끗 얼굴을 보다.,,"ちらっと ちらっと 언뜻, 흘끗, 슬쩍 ちらっと顔を見る。 힐끗 얼굴을 보다.",N1
부사,adverb,つくづく,つくづく,"곰곰이, 절실히",親のありがたさをつくづく考える。,부모의 고마움을 절실히 생각하다.,,"つくづく つくづく 곰곰이, 절실히 親のありがたさをつくづく考える。 부모의 고마움을 절실히 생각하다.",N1
부사,adverb,努めて,つとめて,"애써, 무리해서, 억지로",努めて明るく振る舞う。,애써 밝게 행동하다.,,"努めて つとめて 애써, 무리해서, 억지로 努めて明るく振る舞う。 애써 밝게 행동하다.",N1
부사,adverb,てっきり,てっきり,"틀림없이, 의심없이",てっきり晴れると思ったのに。,틀림없이 맑을 것이라고 생각했는데.,,"てっきり てっきり 틀림없이, 의심없이 てっきり晴れると思ったのに。 틀림없이 맑을 것이라고 생각했는데.",N1
부사,adverb,てんで,てんで,전혀,てんでやる気がない。,전혀 의욕이 없다.,,てんで てんで 전혀 てんでやる気がない。 전혀 의욕이 없다.,N1
부사,adverb,到底,とうてい,"도저히, 도무지, 아무리 해도",到底相手にならない。,도저히 상대가 되지 않는다.,,"到底 とうてい 도저히, 도무지, 아무리 해도 到底相手にならない。 도저히 상대가 되지 않는다.",N1
부사,adverb,堂々と,どうどうと,당당하게,堂々とした態度。,당당한 태도.,,堂々と どうどうと 당당하게 堂々とした態度。 당당한 태도.,N1
부사,adverb,どうやら,どうやら,"아무래도, 어쩐지",どうやら明日は雨らしい。,아무래도 내일은 비가 내릴 것 같다.,,"どうやら どうやら 아무래도, 어쩐지 どうやら明日は雨らしい。 아무래도 내일은 비가 내릴 것 같다.",N1
부사,adverb,とかく,とかく,"자칫하면, 툭하면, 곧잘",雪が降るととかく遅刻者が多くなる。,눈이 내리면 곧잘 지각자가 많아진다.,,"とかく とかく 자칫하면, 툭하면, 곧잘 雪が降るととかく遅刻者が多くなる。 눈이 내리면 곧잘 지각자가 많아진다.",N1
부사,adverb,とっさに,とっさに,"순간, 순간적으로",とっさにブレーキを踏む。,순간적으로 브레이크를 밟다.,,"とっさに とっさに 순간, 순간적으로 とっさにブレーキを踏む。 순간적으로 브레이크를 밟다.",N1
부사,adverb,突如,とつじょ,"갑자기, 별안간",突如爆発が起こる。,갑자기 폭발이 일어나다.,,"突如 とつじょ 갑자기, 별안간 突如爆発が起こる。 갑자기 폭발이 일어나다.",N1
부사,adverb,とりわけ,とりわけ,"특히, 유독, 유달리",今年の夏はとりわけ暑い。,금년 여름은 특히 덥다.,"{""year"": ""2013""}","とりわけ 2013 とりわけ 특히, 유독, 유달리 今年の夏はとりわけ暑い。 금년 여름은 특히 덥다.",N1
부사,adverb,どんより,どんより,"흐린 모습, 어두침침한 모습",空はどんより曇っている。,하늘은 어두침침하게 흐려있다.,"{""year"": ""2010""}","どんより 2010 どんより 흐린 모습, 어두침침한 모습 空はどんより曇っている。 하늘은 어두침침하게 흐려있다.",N1
부사,adverb,なおさら,なおさら,"더욱더, 전보다 더",風がないので、なおさら暑く感じる。,"바람이 없어서, 더욱더 덥게 느낀다.",,"なおさら なおさら 더욱더, 전보다 더 風がないので、なおさら暑く感じる。 바람이 없어서, 더욱더 덥게 느낀다.",N1
부사,adverb,なにとぞ,なにとぞ,"부디, 아무쪼록",なにとぞよろしくお願いします。,부디 잘 부탁드립니다.,,"なにとぞ なにとぞ 부디, 아무쪼록 なにとぞよろしくお願いします。 부디 잘 부탁드립니다.",N1
부사,adverb,何より,naniyori,"무엇보다도, 가장",無事に帰国できて何より嬉しい。,무사히 귀국할 수 있어서 무엇보다도 기쁘다.,,"何より naniyori 무엇보다도, 가장 無事に帰国できて何より嬉しい。 무사히 귀국할 수 있어서 무엇보다도 기쁘다.",N1
부사,adverb,なるたけ,なるたけ,"되도록, 가능한 한",なるたけ早く帰って下さい。,되도록 빨리 돌아오세요.,,"なるたけ なるたけ 되도록, 가능한 한 なるたけ早く帰って下さい。 되도록 빨리 돌아오세요.",N1
부사,adverb,なんだか,なんだか,"왠지, 어쩐지",なんだか心配になってきた。,왠지 걱정이 되었다.,,"なんだか なんだか 왠지, 어쩐지 なんだか心配になってきた。 왠지 걱정이 되었다.",N1
부사,adverb,なんだかんだ,なんだかんだ,이래저래,選挙でなんだかんだと騒がしい。,선거로 이래저래 소란스럽다.,,なんだかんだ なんだかんだ 이래저래 選挙でなんだかんだと騒がしい。 선거로 이래저래 소란스럽다.,N1
부사,adverb,なんと,なんと,"이 얼마나, 어쩌면 이렇게, 참으로",なんと美しい花だ。,이 얼마나 아름다운 꽃인가!,,"なんと なんと 이 얼마나, 어쩌면 이렇게, 참으로 なんと美しい花だ。 이 얼마나 아름다운 꽃인가!",N1
부사,adverb,軒並,のきなみ,"모두, 똑같이, 일제히",軒並値上がりする。,일제히 가격이 오르다.,,"軒並 のきなみ 모두, 똑같이, 일제히 軒並値上がりする。 일제히 가격이 오르다.",N1
부사,adverb,漠然と,ばくぜんと,막연하게,漠然と考える。,막연히 생각하다.,"{""year"": ""2018""}",漠然と 2018 ばくぜんと 막연하게 漠然と考える。 막연히 생각하다.,N1
부사,adverb,はなはだ,はなはだ,"매우, 몹시",はなはだ残念だ。,매우 유감이다.,,"はなはだ はなはだ 매우, 몹시 はなはだ残念だ。 매우 유감이다.",N1
부사,adverb,ひいては,ひいては,나아가서는,それは自身のためにも、ひいては社会のためにもなる。,"그것은 자신을 위해서도, 나아가서는 사회를 위해서 이기도 하다.",,"ひいては ひいては 나아가서는 それは自身のためにも、ひいては社会のためにもなる。 그것은 자신을 위해서도, 나아가서는 사회를 위해서 이기도 하다.",N1
부사,adverb,ひそひそ,ひそひそ,소곤소곤,ひそひそと話す。,소곤소곤 이야기하다.,"{""year"": ""2017""}",ひそひそ 2017 ひそひそ 소곤소곤 ひそひそと話す。 소곤소곤 이야기하다.,N1
부사,adverb,ひたすら,ひたすら,"오로지, 한결같이",ひたすら仕事に没頭する。,오로지 일에 몰두하다.,,"ひたすら ひたすら 오로지, 한결같이 ひたすら仕事に没頭する。 오로지 일에 몰두하다.",N1
부사,adverb,ひっそり,ひっそり,"조용함, 쥐 죽은 듯함",深夜の町はひっそりとしている。,심야의 마을은 조용하다.,,"ひっそり ひっそり 조용함, 쥐 죽은 듯함 深夜の町はひっそりとしている。 심야의 마을은 조용하다.",N1
부사,adverb,人一倍,ひといちばい,"다른 사람보다 더욱, 남보다 배로",人一倍努力する。,남보다 배로 노력하다.,,"人一倍 ひといちばい 다른 사람보다 더욱, 남보다 배로 人一倍努力する。 남보다 배로 노력하다.",N1
부사,adverb,ひとまず,ひとまず,일단,これでひとまず安心だ。,이것으로 일단 안심이다.,"{""year"": ""2010""}",ひとまず 2010 ひとまず 일단 これでひとまず安心だ。 이것으로 일단 안심이다.,N1
부사,adverb,ひょっと,ひょっと,"불쑥, 문득",ひょっと思いつく。,불쑥 생각나다.,,"ひょっと ひょっと 불쑥, 문득 ひょっと思いつく。 불쑥 생각나다.",N1
부사,adverb,ひんやり,ひんやり,"싸늘한, 썰렁한",ひんやりとした風が吹く。,싸늘한 바람이 분다.,,"ひんやり ひんやり 싸늘한, 썰렁한 ひんやりとした風が吹く。 싸늘한 바람이 분다.",N1
부사,adverb,不意に,ふいに,"갑자기, 별안간, 불쑥",前の車が不意に止まる。,앞 차가 갑자기 멈춰 섰다.,"{""year"": ""2015""}","不意に 2015 ふいに 갑자기, 별안간, 불쑥 前の車が不意に止まる。 앞 차가 갑자기 멈춰 섰다.",N1
부사,adverb,ぺこぺこ,ぺこぺこ,굽실굽실,ぺこぺこしながら言い訳をする。,굽실굽실거리면서 변명을 하다.,"{""year"": ""2019""}",ぺこぺこ 2019 ぺこぺこ 굽실굽실 ぺこぺこしながら言い訳をする。 굽실굽실거리면서 변명을 하다.,N1
부사,adverb,ぼうぜん,ぼうぜん,"멍함, 어리둥절함",ぼうぜんと立ち尽くす。,멍하니 우두커니 서 있다.,,"ぼうぜん ぼうぜん 멍함, 어리둥절함 ぼうぜんと立ち尽くす。 멍하니 우두커니 서 있다.",N1
부사,adverb,ぼつぼつ,ぼつぼつ,"① 슬슬, 조금씩 ② 점점이, 여기저기",ぼつぼつと人が集まってくる。ぽつぽつと家が散らばっている。,조금씩 사람이 모여들다. 여기저기 집이 흩어져 있다.,,"ぼつぼつ ぼつぼつ ① 슬슬, 조금씩 ② 점점이, 여기저기 ぼつぼつと人が集まってくる。ぽつぽつと家が散らばっている。 조금씩 사람이 모여들다. 여기저기 집이 흩어져 있다.",N1
부사,adverb,ぽつぽつ,ぽつぽつ,똑똑(비가 조금씩 내리기 시작하는 모양),ぽつぽつと雨が降ってきた。,조금씩 비가 내리기 시작했다.,,ぽつぽつ ぽつぽつ 똑똑(비가 조금씩 내리기 시작하는 모양) ぽつぽつと雨が降ってきた。 조금씩 비가 내리기 시작했다.,N1
부사,adverb,前もって,まえもって,미리,前もって連絡する。,미리 연락하다.,,前もって まえもって 미리 前もって連絡する。 미리 연락하다.,N1
부사,adverb,誠に,まことに,"정말로, 참으로",誠にお世話になりました。,정말로 신세 많이 졌습니다.,,"誠に まことに 정말로, 참으로 誠にお世話になりました。 정말로 신세 많이 졌습니다.",N1
부사,adverb,まさしく,まさしく,"틀림없이, 분명, 실로",この絵はまさしく傑作だ。,이 그림은 실로 걸작이다.,,"まさしく まさしく 틀림없이, 분명, 실로 この絵はまさしく傑作だ。 이 그림은 실로 걸작이다.",N1
부사,adverb,まして,まして,"하물며, 더구나",音楽には興味はないのだから、ましてギターなど弾けるはずがない。,"음악에는 흥미가 없으니, 하물며 기타 같은 것을 칠 수 있을 리가 없다.",,"まして まして 하물며, 더구나 音楽には興味はないのだから、ましてギターなど弾けるはずがない。 음악에는 흥미가 없으니, 하물며 기타 같은 것을 칠 수 있을 리가 없다.",N1
부사,adverb,丸ごと,まるごと,통째로,みかんを丸ごと食べる。,귤을 통째로 먹다.,,丸ごと まるごと 통째로 みかんを丸ごと食べる。 귤을 통째로 먹다.,N1
부사,adverb,丸っきり,まるっきり,"도무지, 전혀",料理は丸っきりだめだ。,요리는 전혀 못한다.,,"丸っきり まるっきり 도무지, 전혀 料理は丸っきりだめだ。 요리는 전혀 못한다.",N1
부사,adverb,まるまる,まるまる,"① 토실토실 ② 전부, 꼬박",まるまるとした赤ちゃん。まるまる二日はかかる。,토실토실한 아기. 꼬박 이틀은 걸린다.,,"まるまる まるまる ① 토실토실 ② 전부, 꼬박 まるまるとした赤ちゃん。まるまる二日はかかる。 토실토실한 아기. 꼬박 이틀은 걸린다.",N1
부사,adverb,無性に,むしょうに,"공연히, 까닭없이",無性に腹が立つ。,공연히 화가 난다.,"{""year"": ""2013""}","無性に 2013 むしょうに 공연히, 까닭없이 無性に腹が立つ。 공연히 화가 난다.",N1
부사,adverb,むやみに,むやみに,"① 함부로, 무턱대고 ② 매우, 몹시",むやみに怒る。むやみに腹が減る。,무턱대고 화를 내다. 몹시 배가 고프다.,,"むやみに むやみに ① 함부로, 무턱대고 ② 매우, 몹시 むやみに怒る。むやみに腹が減る。 무턱대고 화를 내다. 몹시 배가 고프다.",N1
부사,adverb,無論,むろん,물론,無論賛成だ。,물론 찬성이다.,,無論 むろん 물론 無論賛成だ。 물론 찬성이다.,N1
부사,adverb,めきめき,めきめき,"눈에 띄게, 부쩍부쩍",めきめきと上達する。,눈에 띄게 능숙해지다.,"{""year"": ""2010""}","めきめき 2010 めきめき 눈에 띄게, 부쩍부쩍 めきめきと上達する。 눈에 띄게 능숙해지다.",N1
부사,adverb,目下,もっか,"지금, 현재",目下検討中です。,지금 검토 중입니다.,,"目下 もっか 지금, 현재 目下検討中です。 지금 검토 중입니다.",N1
부사,adverb,専ら,もっぱら,"오로지, 온통, 한결같이",専ら練習に励む。,오로지 연습에 힘쓰다.,"{""year"": ""2017""}","専ら 2017 もっぱら 오로지, 온통, 한결같이 専ら練習に励む。 오로지 연습에 힘쓰다.",N1
부사,adverb,もとより,もとより,"① 처음부터, 원래 ② 물론",失敗はもとより覚悟していた。この映画は子供はもとより大人も楽しめる。,실패는 처음부터 각오하고 있었다. 이 영화는 아이는 물론 어른도 즐길 수 있다.,,"もとより もとより ① 처음부터, 원래 ② 물론 失敗はもとより覚悟していた。この映画は子供はもとより大人も楽しめる。 실패는 처음부터 각오하고 있었다. 이 영화는 아이는 물론 어른도 즐길 수 있다.",N1
부사,adverb,もはや,もはや,"이미, 이제는",もはや手の打ちようがない。,이미 손을 쓸 방법이 없다.,"{""year"": ""2015""}","もはや 2015 もはや 이미, 이제는 もはや手の打ちようがない。 이미 손을 쓸 방법이 없다.",N1
부사,adverb,もろに,もろに,"직접, 정면으로",木にもろにぶつかる。,나무에 정면으로 부딪히다.,,"もろに もろに 직접, 정면으로 木にもろにぶつかる。 나무에 정면으로 부딪히다.",N1
부사,adverb,やけに,やけに,"매우, 몹시",やけにのどが渇く。,매우 목이 마르다.,,"やけに やけに 매우, 몹시 やけにのどが渇く。 매우 목이 마르다.",N1
부사,adverb,やたら,やたら,"몹시, 매우",やたらと忙しい。,몹시 바쁘다.,,"やたら やたら 몹시, 매우 やたらと忙しい。 몹시 바쁘다.",N1
부사,adverb,やんわり,やんわり,"부드럽게, 넌지시",やんわりと断る。,넌지시 거절하다.,"{""year"": ""2010""}","やんわり 2010 やんわり 부드럽게, 넌지시 やんわりと断る。 넌지시 거절하다.",N1
부사,adverb,よほど,よほど,"상당히, 무척, 퍽",よほど困っているようだ。,상당히 곤란한 것 같다.,,"よほど よほど 상당히, 무척, 퍽 よほど困っているようだ。 상당히 곤란한 것 같다.",N1
부사,adverb,歴然と,れきぜんと,"확연하게, 명확하게, 분명하게",両チームの実力の差は歴然としている。,두 팀의 실력 차이는 확연하다.,"{""year"": ""2010""}","歴然と 2010 れきぜんと 확연하게, 명확하게, 분명하게 両チームの実力の差は歴然としている。 두 팀의 실력 차이는 확연하다.",N1
부사,adverb,ろくに,ろくに,"충분히, 제대로(~하지 못하다)",ろくに休みもとれない。,제대로 휴가도 낼 수 없다.,,"ろくに ろくに 충분히, 제대로(~하지 못하다) ろくに休みもとれない。 제대로 휴가도 낼 수 없다.",N1
기타,other,いかなる,いかなる,어떠한,いかなる犠牲を払ってもやり遂げる。,어떠한 희생을 치르더라도 완수하겠다.,,いかなる いかなる 어떠한 いかなる犠牲を払ってもやり遂げる。 어떠한 희생을 치르더라도 완수하겠다.,N1
기타,other,確たる,かくたる,확실한,確たる証拠はない。,확실한 증거는 없다.,,確たる かくたる 확실한 確たる証拠はない。 확실한 증거는 없다.,N1
기타,other,かつ,かつ,"게다가, 또",よく学び、かつよく遊ぶ。,"열심히 배우고, 그리고 잘 논다.",,"かつ かつ 게다가, 또 よく学び、かつよく遊ぶ。 열심히 배우고, 그리고 잘 논다.",N1
기타,other,しかしながら,しかしながら,그렇지만,計画はよい。しかしながらお金がない。,계획은 좋다. 그렇지만 돈이 없다.,,しかしながら しかしながら 그렇지만 計画はよい。しかしながらお金がない。 계획은 좋다. 그렇지만 돈이 없다.,N1
기타,other,それゆえ,それゆえ,그러므로,自転車の事故が多い。それゆえ注意してほしい。,자전거 사고가 많다. 그러므로 주의했으면 좋겠다.,,それゆえ それゆえ 그러므로 自転車の事故が多い。それゆえ注意してほしい。 자전거 사고가 많다. 그러므로 주의했으면 좋겠다.,N1
기타,other,ないし,ないし,"내지, 혹은",電話ないし手紙で知らせる。,전화 내지 편지로 연락하다.,,"ないし ないし 내지, 혹은 電話ないし手紙で知らせる。 전화 내지 편지로 연락하다.",N1
기타,other,もしくは,もしくは,혹은,手紙もしくは電話で連絡すること。,편지 혹은 전화로 연락할 것.,,もしくは もしくは 혹은 手紙もしくは電話で連絡すること。 편지 혹은 전화로 연락할 것.,N1
기타,other,故に,ゆえに,"고로, 그러므로",我思う。故に我あり。,나는 생각한다. 고로 나는 존재한다.,,"故に ゆえに 고로, 그러므로 我思う。故に我あり。 나는 생각한다. 고로 나는 존재한다.",N1
가타카나,katakana,アクセル,あくせる,"액셀, 가속",アクセルを踏む。,액셀을 밟다.,,"アクセル あくせる 액셀, 가속 アクセルを踏む。 액셀을 밟다.",N1
가타카나,katakana,アップ,あっぷ,"업, 향상",レベルがアップする。,레벨이 향상되다.,,"アップ あっぷ 업, 향상 レベルがアップする。 레벨이 향상되다.",N1
가타카나,katakana,アプローチ,あぷろーち,"어프로치, 접근",大胆にアプローチする。,대담하게 접근하다.,,"アプローチ あぷろーち 어프로치, 접근 大胆にアプローチする。 대담하게 접근하다.",N1
